Gender,Own_car,Own_property,Num_children,Income,Income_type,Family_status,Work_phone,Phone,Occupation_type,Age,Target
0,0,0,0,132,0.04703328509406657,0.030788105392300053,0,0,0.03436380522754411,39,0
0,0,1,1,41,0.028560577288264336,0.030788105392300053,0,0,0.03436380522754411,15,0
0,1,0,1,230,0.04703328509406657,0.02254283137962128,0,1,0.03436380522754411,34,0
0,0,1,2,77,0.028560577288264336,0.030788105392300053,0,1,0.026694045174537988,17,0
1,1,1,1,202,0.028560577288264336,0.02254283137962128,1,0,0.026650514839491216,14,0
1,1,0,0,170,0.028560577288264336,0.030788105392300053,0,1,0.03436380522754411,12,0
0,0,1,0,54,0.028560577288264336,0.030788105392300053,0,1,0.03116883116883117,44,0
0,0,1,0,120,0.03476581361661033,0.030788105392300053,1,1,0.03436380522754411,13,0
1,0,1,0,230,0.03476581361661033,0.042884990253411304,0,0,0.034660421545667446,8,0
0,0,0,0,192,0.028560577288264336,0.030788105392300053,1,0,0.034660421545667446,25,0
0,0,1,0,44,0.04703328509406657,0.030788105392300053,0,1,0.03436380522754411,46,0
0,0,1,0,77,0.04703328509406657,0.04857142857142857,0,1,0.03436380522754411,40,0
0,0,0,0,38,0.028560577288264336,0.030788105392300053,1,0,0.03184014053579271,23,0
0,0,1,2,77,0.028560577288264336,0.030788105392300053,1,1,0.04245671887881286,20,0
0,0,0,0,104,0.04703328509406657,0.04857142857142857,0,0,0.03436380522754411,42,0
0,0,0,0,104,0.03476581361661033,0.04857142857142857,0,1,0.026694045174537988,30,0
1,1,1,2,170,0.028560577288264336,0.030788105392300053,1,0,0.03184014053579271,14,0
0,0,1,0,66,0.026530612244897958,0.02254283137962128,1,1,0.04245671887881286,21,0
0,0,0,1,120,0.028560577288264336,0.030788105392300053,1,1,0.02263540824575586,7,0
1,0,1,0,111,0.04703328509406657,0.030788105392300053,0,1,0.03436380522754411,40,0
1,0,0,1,192,0.03476581361661033,0.030788105392300053,1,1,0.026650514839491216,17,0
0,0,0,0,185,0.04703328509406657,0.02254283137962128,0,0,0.03436380522754411,31,0
0,0,0,0,120,0.028560577288264336,0.030788105392300053,0,0,0.034660421545667446,29,0
1,1,1,0,188,0.028560577288264336,0.037598944591029027,0,0,0.026650514839491216,39,0
0,0,1,0,104,0.028560577288264336,0.030788105392300053,1,1,0.042726347914547304,38,0
0,0,1,0,158,0.028560577288264336,0.030788105392300053,1,1,0.03288672350791717,27,0
0,0,1,0,145,0.04703328509406657,0.037598944591029027,0,0,0.03436380522754411,45,0
0,0,1,0,41,0.028560577288264336,0.030788105392300053,0,0,0.03436380522754411,29,0
0,1,1,0,77,0.028560577288264336,0.02254283137962128,0,0,0.026694045174537988,17,0
0,0,1,1,104,0.028560577288264336,0.030788105392300053,0,0,0.03184014053579271,25,0
0,0,1,0,170,0.03476581361661033,0.030788105392300053,0,0,0.03436380522754411,6,0
0,0,1,0,62,0.026530612244897958,0.030788105392300053,1,1,0.04245671887881286,15,0
0,0,1,1,89,0.028560577288264336,0.030788105392300053,0,0,0.02263540824575586,21,0
1,0,0,1,57,0.026530612244897958,0.030788105392300053,0,0,0.04245671887881286,21,0
0,0,0,0,57,0.04703328509406657,0.042884990253411304,0,0,0.03436380522754411,36,0
0,0,1,1,254,0.03476581361661033,0.030788105392300053,0,0,0.034660421545667446,25,0
0,1,1,1,194,0.028560577288264336,0.02254283137962128,1,1,0.034660421545667446,24,0
1,0,0,2,202,0.03476581361661033,0.030788105392300053,0,0,0.034660421545667446,24,0
0,1,1,0,120,0.03476581361661033,0.042884990253411304,0,0,0.02263540824575586,31,0
0,0,1,0,54,0.028560577288264336,0.037598944591029027,1,1,0.03184014053579271,21,0
1,1,0,0,212,0.028560577288264336,0.030788105392300053,0,0,0.03184014053579271,19,0
1,1,1,0,192,0.028560577288264336,0.042884990253411304,0,0,0.03184014053579271,17,0
1,0,0,0,104,0.028560577288264336,0.037598944591029027,0,0,0.03184014053579271,18,0
0,0,1,0,70,0.026530612244897958,0.030788105392300053,1,1,0.03184014053579271,30,0
1,0,0,0,170,0.03476581361661033,0.030788105392300053,1,0,0.03184014053579271,22,0
0,1,1,4,197,0.028560577288264336,0.030788105392300053,0,0,0.03436380522754411,11,0
1,1,1,0,145,0.03476581361661033,0.030788105392300053,0,0,0.034660421545667446,21,0
0,0,0,2,170,0.026530612244897958,0.030788105392300053,0,0,0.04245671887881286,9,0
1,1,0,1,212,0.028560577288264336,0.030788105392300053,0,0,0.034660421545667446,12,0
0,0,0,0,77,0.028560577288264336,0.02254283137962128,1,0,0.03288672350791717,23,0
0,0,1,0,170,0.028560577288264336,0.04857142857142857,1,0,0.042726347914547304,34,0
0,0,1,0,120,0.04703328509406657,0.042884990253411304,0,1,0.03436380522754411,42,0
1,0,0,0,104,0.03476581361661033,0.030788105392300053,1,0,0.034660421545667446,16,0
0,0,1,2,145,0.028560577288264336,0.037598944591029027,1,0,0.03436380522754411,13,0
0,0,1,0,120,0.028560577288264336,0.030788105392300053,0,0,0.02763819095477387,22,0
1,0,1,0,170,0.028560577288264336,0.030788105392300053,1,1,0.03184014053579271,11,0
0,0,1,0,170,0.028560577288264336,0.030788105392300053,1,0,0.026694045174537988,33,0
0,1,1,2,104,0.03476581361661033,0.030788105392300053,0,1,0.03288672350791717,16,0
0,1,1,1,220,0.03476581361661033,0.030788105392300053,0,1,0.034660421545667446,27,0
0,0,1,0,120,0.028560577288264336,0.030788105392300053,0,0,0.03288672350791717,25,0
1,0,1,1,120,0.028560577288264336,0.030788105392300053,1,1,0.03184014053579271,16,0
0,0,1,0,180,0.04703328509406657,0.04857142857142857,0,0,0.03436380522754411,41,0
0,1,1,0,120,0.03476581361661033,0.042884990253411304,0,0,0.009345794392523364,23,0
0,1,0,0,77,0.028560577288264336,0.030788105392300053,1,0,0.026694045174537988,18,0
0,1,1,0,77,0.03476581361661033,0.042884990253411304,0,1,0.02763819095477387,32,0
0,0,1,0,120,0.028560577288264336,0.037598944591029027,0,0,0.03436380522754411,29,0
1,1,0,0,104,0.028560577288264336,0.030788105392300053,1,1,0.03184014053579271,16,0
1,0,1,0,202,0.026530612244897958,0.042884990253411304,0,0,0.04245671887881286,12,0
0,0,0,1,54,0.028560577288264336,0.030788105392300053,0,1,0.02263540824575586,8,0
0,0,1,0,104,0.03476581361661033,0.02254283137962128,0,0,0.04245671887881286,4,0
0,0,1,0,77,0.03476581361661033,0.042884990253411304,0,1,0.03436380522754411,8,0
0,0,1,0,180,0.04703328509406657,0.04857142857142857,0,0,0.03436380522754411,44,0
0,0,0,0,62,0.04703328509406657,0.030788105392300053,0,0,0.03436380522754411,40,0
0,1,1,0,77,0.03476581361661033,0.030788105392300053,0,0,0.03184014053579271,22,0
1,1,0,2,158,0.03476581361661033,0.030788105392300053,0,0,0.034660421545667446,12,0
1,1,1,2,170,0.028560577288264336,0.030788105392300053,1,0,0.03184014053579271,9,0
1,0,0,0,62,0.028560577288264336,0.04857142857142857,1,1,0.02263540824575586,34,0
0,0,0,0,104,0.026530612244897958,0.042884990253411304,0,0,0.04245671887881286,36,0
0,1,1,0,145,0.03476581361661033,0.030788105392300053,0,1,0.03436380522754411,16,0
0,1,1,2,145,0.028560577288264336,0.042884990253411304,0,0,0.03184014053579271,8,0
1,1,1,0,170,0.03476581361661033,0.030788105392300053,0,0,0.02263540824575586,4,0
0,0,1,0,158,0.04703328509406657,0.030788105392300053,0,1,0.03436380522754411,36,0
0,0,1,2,111,0.028560577288264336,0.030788105392300053,1,1,0.04245671887881286,17,0
0,0,0,1,62,0.028560577288264336,0.030788105392300053,1,0,0.026650514839491216,5,0
0,0,1,1,186,0.026530612244897958,0.030788105392300053,0,1,0.034660421545667446,28,1
1,0,0,0,120,0.028560577288264336,0.042884990253411304,1,1,0.026650514839491216,3,0
0,1,1,1,62,0.028560577288264336,0.030788105392300053,0,0,0.03436380522754411,14,0
1,1,1,0,167,0.03476581361661033,0.030788105392300053,0,0,0.026650514839491216,24,0
0,0,0,0,77,0.03476581361661033,0.042884990253411304,0,0,0.042726347914547304,28,0
1,0,1,0,120,0.03476581361661033,0.030788105392300053,1,1,0.03436380522754411,22,0
0,1,1,0,54,0.028560577288264336,0.030788105392300053,1,0,0.03436380522754411,16,0
0,0,0,0,180,0.028560577288264336,0.030788105392300053,0,0,0.02263540824575586,34,0
0,1,1,2,174,0.03476581361661033,0.030788105392300053,1,1,0.02263540824575586,13,0
1,1,0,2,77,0.028560577288264336,0.030788105392300053,0,1,0.03184014053579271,15,0
0,0,1,0,62,0.04703328509406657,0.04857142857142857,0,1,0.03436380522754411,47,0
1,0,0,0,145,0.03476581361661033,0.042884990253411304,0,0,0.042726347914547304,5,0
0,1,1,0,212,0.028560577288264336,0.030788105392300053,0,0,0.042726347914547304,30,0
0,0,1,1,70,0.03476581361661033,0.030788105392300053,1,1,0.03184014053579271,20,0
0,0,0,0,170,0.03476581361661033,0.030788105392300053,0,0,0.03184014053579271,8,0
0,1,0,0,104,0.04703328509406657,0.030788105392300053,0,1,0.03436380522754411,43,0
0,0,0,0,77,0.03476581361661033,0.030788105392300053,0,0,0.02763819095477387,11,0
0,0,1,0,77,0.028560577288264336,0.04857142857142857,1,0,0.03184014053579271,26,0
1,0,1,0,84,0.028560577288264336,0.030788105392300053,0,1,0.03184014053579271,15,0
0,1,1,0,212,0.03476581361661033,0.030788105392300053,0,0,0.04245671887881286,9,0
1,1,0,1,170,0.028560577288264336,0.030788105392300053,0,0,0.034660421545667446,30,0
0,1,1,0,158,0.028560577288264336,0.030788105392300053,1,1,0.04245671887881286,8,0
0,1,1,1,120,0.028560577288264336,0.030788105392300053,0,0,0.04245671887881286,9,0
1,0,0,0,89,0.028560577288264336,0.042884990253411304,1,0,0.03184014053579271,23,0
0,1,1,2,202,0.026530612244897958,0.030788105392300053,0,0,0.034660421545667446,13,0
0,1,0,1,104,0.026530612244897958,0.030788105392300053,1,1,0.02763819095477387,19,0
0,0,1,0,73,0.04703328509406657,0.04857142857142857,0,1,0.03436380522754411,45,0
0,1,1,0,192,0.026530612244897958,0.030788105392300053,0,0,0.034660421545667446,24,1
0,1,1,1,66,0.028560577288264336,0.030788105392300053,0,0,0.034660421545667446,34,0
0,1,1,4,120,0.026530612244897958,0.037598944591029027,1,1,0.03536345776031434,18,0
1,1,0,1,239,0.028560577288264336,0.030788105392300053,1,0,0.03436380522754411,18,0
1,1,1,0,170,0.028560577288264336,0.02254283137962128,1,1,0.03184014053579271,13,0
1,1,0,0,38,0.028560577288264336,0.030788105392300053,1,1,0.026650514839491216,31,0
1,1,0,0,200,0.028560577288264336,0.02254283137962128,0,1,0.03184014053579271,11,0
0,0,1,0,104,0.028560577288264336,0.037598944591029027,1,1,0.026694045174537988,27,0
0,0,1,0,70,0.026530612244897958,0.042884990253411304,0,0,0.04245671887881286,28,0
0,0,1,0,158,0.04703328509406657,0.037598944591029027,0,1,0.03436380522754411,44,0
1,1,1,0,212,0.028560577288264336,0.042884990253411304,0,0,0.03436380522754411,20,0
0,0,1,1,77,0.026530612244897958,0.030788105392300053,0,0,0.04245671887881286,29,0
1,1,1,0,202,0.028560577288264336,0.030788105392300053,0,0,0.034660421545667446,9,0
1,1,1,0,202,0.03476581361661033,0.030788105392300053,0,1,0.034660421545667446,39,0
0,0,0,1,51,0.028560577288264336,0.030788105392300053,1,0,0.02263540824575586,7,0
0,0,1,0,212,0.028560577288264336,0.030788105392300053,1,1,0.026694045174537988,20,0
1,1,1,0,106,0.028560577288264336,0.037598944591029027,0,0,0.042726347914547304,18,0
0,0,0,0,192,0.028560577288264336,0.030788105392300053,1,1,0.042726347914547304,28,0
0,0,1,0,158,0.03476581361661033,0.030788105392300053,0,0,0.02263540824575586,24,0
1,0,0,0,62,0.028560577288264336,0.02254283137962128,0,0,0.03536345776031434,14,0
0,0,1,0,161,0.04703328509406657,0.042884990253411304,0,0,0.03436380522754411,40,0
1,1,1,1,145,0.03476581361661033,0.030788105392300053,0,0,0.03436380522754411,21,1
0,0,1,0,77,0.04703328509406657,0.030788105392300053,0,0,0.03436380522754411,38,0
1,1,1,0,170,0.028560577288264336,0.030788105392300053,0,0,0.03436380522754411,19,0
0,0,1,1,145,0.028560577288264336,0.02254283137962128,0,0,0.03436380522754411,19,0
0,0,1,1,251,0.03476581361661033,0.02254283137962128,0,0,0.04245671887881286,25,0
0,1,1,0,104,0.03476581361661033,0.030788105392300053,1,0,0.04245671887881286,29,0
0,0,1,2,62,0.028560577288264336,0.030788105392300053,0,0,0.03536345776031434,7,0
0,0,1,0,72,0.028560577288264336,0.042884990253411304,0,1,0.02263540824575586,7,0
1,1,0,0,192,0.03476581361661033,0.030788105392300053,1,0,0.026650514839491216,12,0
1,0,1,1,120,0.026530612244897958,0.030788105392300053,0,0,0.03536345776031434,7,0
0,0,1,0,145,0.028560577288264336,0.030788105392300053,0,0,0.02263540824575586,32,0
0,0,1,1,62,0.028560577288264336,0.02254283137962128,1,0,0.026694045174537988,5,0
0,0,1,2,80,0.03476581361661033,0.030788105392300053,0,0,0.03184014053579271,20,0
0,1,1,1,62,0.026530612244897958,0.030788105392300053,1,0,0.026694045174537988,17,0
0,0,1,3,11,0.04703328509406657,0.030788105392300053,0,0,0.03436380522754411,15,0
1,1,1,1,182,0.028560577288264336,0.030788105392300053,0,0,0.03536345776031434,29,0
0,0,1,0,77,0.04703328509406657,0.02254283137962128,0,1,0.03436380522754411,34,0
0,0,0,0,180,0.04703328509406657,0.04857142857142857,0,0,0.03436380522754411,47,0
1,1,1,2,207,0.026530612244897958,0.030788105392300053,0,0,0.03184014053579271,15,0
0,0,1,0,182,0.026530612244897958,0.030788105392300053,1,1,0.02763819095477387,30,0
0,0,0,0,158,0.028560577288264336,0.037598944591029027,0,0,0.042726347914547304,19,0
0,0,0,0,174,0.028560577288264336,0.042884990253411304,0,0,0.034660421545667446,9,0
1,0,1,1,192,0.028560577288264336,0.030788105392300053,0,0,0.026694045174537988,12,0
1,0,1,0,21,0.04703328509406657,0.042884990253411304,0,0,0.03436380522754411,37,0
0,1,1,0,51,0.028560577288264336,0.030788105392300053,0,0,0.03436380522754411,28,0
1,1,0,0,231,0.03476581361661033,0.030788105392300053,1,1,0.026650514839491216,23,1
0,0,0,0,77,0.04703328509406657,0.02254283137962128,0,0,0.03436380522754411,42,0
0,0,1,0,170,0.04703328509406657,0.030788105392300053,0,0,0.03436380522754411,32,0
1,1,1,0,145,0.028560577288264336,0.030788105392300053,0,0,0.03436380522754411,33,0
0,0,0,0,62,0.028560577288264336,0.030788105392300053,0,1,0.02263540824575586,34,0
1,1,1,1,192,0.03476581361661033,0.030788105392300053,0,1,0.034660421545667446,24,0
0,0,1,0,120,0.04703328509406657,0.04857142857142857,0,1,0.03436380522754411,46,0
0,0,0,1,120,0.028560577288264336,0.02254283137962128,0,0,0.04245671887881286,11,0
0,1,1,0,170,0.028560577288264336,0.030788105392300053,0,1,0.04245671887881286,27,1
0,0,1,0,154,0.028560577288264336,0.037598944591029027,1,1,0.03184014053579271,32,0
0,1,0,0,77,0.04703328509406657,0.030788105392300053,0,0,0.03436380522754411,41,0
1,0,1,0,77,0.028560577288264336,0.030788105392300053,0,0,0.026650514839491216,9,0
1,1,0,0,120,0.028560577288264336,0.030788105392300053,1,0,0.026650514839491216,4,0
1,0,1,0,120,0.03476581361661033,0.030788105392300053,1,0,0.026650514839491216,18,0
0,1,1,1,180,0.028560577288264336,0.030788105392300053,0,0,0.03184014053579271,23,0
0,1,1,1,145,0.028560577288264336,0.02254283137962128,0,0,0.03436380522754411,16,0
1,0,0,3,32,0.028560577288264336,0.030788105392300053,1,1,0.03184014053579271,24,0
0,1,1,2,77,0.028560577288264336,0.030788105392300053,1,0,0.03436380522754411,14,0
0,0,1,0,170,0.03476581361661033,0.042884990253411304,0,1,0.03184014053579271,29,0
0,1,1,1,212,0.03476581361661033,0.030788105392300053,0,0,0.03436380522754411,22,0
1,1,0,0,104,0.028560577288264336,0.030788105392300053,0,0,0.026650514839491216,29,0
0,0,1,0,145,0.03476581361661033,0.042884990253411304,0,0,0.03116883116883117,17,0
0,1,1,1,89,0.026530612244897958,0.030788105392300053,0,0,0.04245671887881286,24,0
0,1,1,0,192,0.03476581361661033,0.030788105392300053,0,0,0.03184014053579271,29,0
0,1,1,1,62,0.03476581361661033,0.030788105392300053,0,0,0.042726347914547304,19,0
0,1,1,0,145,0.028560577288264336,0.042884990253411304,0,0,0.04245671887881286,25,0
1,1,1,0,202,0.028560577288264336,0.042884990253411304,1,1,0.03184014053579271,28,0
0,1,1,0,145,0.028560577288264336,0.02254283137962128,0,0,0.03436380522754411,22,0
1,1,1,0,192,0.03476581361661033,0.030788105392300053,0,0,0.03436380522754411,29,0
0,0,0,1,120,0.03476581361661033,0.030788105392300053,0,0,0.042726347914547304,10,0
0,0,1,0,77,0.04703328509406657,0.04857142857142857,0,0,0.03436380522754411,36,0
0,0,1,0,94,0.04703328509406657,0.042884990253411304,0,1,0.03436380522754411,33,0
0,0,1,2,104,0.028560577288264336,0.030788105392300053,0,0,0.034660421545667446,27,0
1,0,1,0,62,0.04703328509406657,0.02254283137962128,0,0,0.03436380522754411,36,1
1,1,1,0,128,0.028560577288264336,0.030788105392300053,0,0,0.03184014053579271,37,0
0,0,1,0,97,0.04703328509406657,0.030788105392300053,0,0,0.03436380522754411,44,0
0,1,1,0,104,0.04703328509406657,0.04857142857142857,0,1,0.03436380522754411,41,0
0,0,0,1,54,0.028560577288264336,0.030788105392300053,0,1,0.026694045174537988,19,0
0,0,0,0,120,0.03476581361661033,0.02254283137962128,0,0,0.03184014053579271,22,0
1,1,1,0,170,0.028560577288264336,0.030788105392300053,0,0,0.026650514839491216,34,0
1,1,0,0,170,0.026530612244897958,0.02254283137962128,0,0,0.026650514839491216,23,0
1,1,0,0,170,0.026530612244897958,0.030788105392300053,0,1,0.034660421545667446,19,0
1,0,1,0,158,0.028560577288264336,0.030788105392300053,1,1,0.026650514839491216,29,0
0,0,0,2,46,0.028560577288264336,0.030788105392300053,0,0,0.02763819095477387,19,0
1,0,0,0,113,0.028560577288264336,0.042884990253411304,0,0,0.03184014053579271,5,0
0,1,0,1,77,0.03476581361661033,0.030788105392300053,0,0,0.03288672350791717,19,0
1,0,0,1,150,0.028560577288264336,0.030788105392300053,0,0,0.034660421545667446,12,0
0,0,1,0,94,0.028560577288264336,0.030788105392300053,1,1,0.03184014053579271,39,0
0,0,0,0,180,0.028560577288264336,0.042884990253411304,0,0,0.02263540824575586,8,0
1,1,1,0,170,0.03476581361661033,0.030788105392300053,0,0,0.03288672350791717,13,0
0,0,1,0,202,0.03476581361661033,0.037598944591029027,1,1,0.03288672350791717,28,0
1,1,1,0,145,0.04703328509406657,0.030788105392300053,0,0,0.03436380522754411,44,0
0,0,1,0,180,0.03476581361661033,0.030788105392300053,0,1,0.034660421545667446,32,0
0,0,1,0,180,0.028560577288264336,0.04857142857142857,0,0,0.03436380522754411,29,0
0,0,1,1,120,0.03476581361661033,0.030788105392300053,0,1,0.08496732026143791,22,0
0,0,1,0,104,0.028560577288264336,0.042884990253411304,0,0,0.008547008547008548,9,0
