@relation train

@attribute Gender numeric
@attribute Own_car numeric
@attribute Own_property numeric
@attribute Num_children numeric
@attribute Income numeric
@attribute Income_type numeric
@attribute Family_status numeric
@attribute Work_phone numeric
@attribute Phone numeric
@attribute Occupation_type numeric
@attribute Age numeric
@attribute Target numeric

@data
0,0,1,0,77,0.028561,0.042885,0,0,0.022635,2,0
1,1,1,2,70,0.026531,0.030788,0,0,0.026651,25,0
0,1,1,1,77,0.028561,0.030788,0,0,0.022635,11,0
0,0,1,2,104,0.034766,0.022543,0,1,0.03184,16,0
0,0,0,0,192,0.026531,0.030788,0,1,0.032887,11,0
1,1,1,1,180,0.028561,0.030788,0,0,0.022635,5,0
0,0,1,0,77,0.047033,0.030788,0,0,0.034364,38,0
1,0,1,0,77,0.028561,0.042885,0,0,0.03184,5,0
1,1,1,0,202,0.034766,0.030788,0,0,0.026651,39,0
0,0,0,0,41,0.028561,0.048571,0,0,0.026694,33,0
0,1,1,1,77,0.034766,0.022543,0,0,0.042457,8,0
1,1,1,0,120,0.028561,0.042885,0,0,0.042726,2,0
0,0,1,0,145,0.028561,0.030788,1,1,0.042726,30,0
0,0,0,0,128,0.026531,0.030788,0,1,0.03466,24,0
1,1,0,0,104,0.047033,0.030788,0,0,0.034364,8,0
1,0,1,0,135,0.034766,0.030788,0,0,0.03184,26,0
1,1,1,0,145,0.026531,0.042885,0,0,0.042457,3,0
1,0,1,0,247,0.034766,0.042885,0,0,0.022635,31,0
0,0,1,1,75,0.028561,0.030788,0,0,0.031169,12,0
1,1,0,0,104,0.028561,0.030788,1,1,0.029126,4,0
0,0,1,0,104,0.047033,0.030788,0,1,0.034364,43,0
0,0,1,2,120,0.026531,0.030788,1,1,0.042457,7,0
0,1,0,0,145,0.028561,0.030788,1,0,0.042457,20,1
0,0,1,1,104,0.028561,0.037599,0,0,0.022635,7,0
0,0,1,0,62,0.028561,0.030788,0,1,0.027638,10,0
0,1,1,0,104,0.028561,0.022543,0,0,0.027638,29,0
0,0,1,0,75,0.047033,0.030788,0,1,0.034364,43,0
1,1,0,2,170,0.034766,0.030788,0,0,0.034364,20,0
0,0,0,0,207,0.034766,0.030788,1,0,0.03466,29,0
0,1,0,0,145,0.034766,0.042885,1,0,0.042457,7,0
0,0,1,1,104,0.034766,0.030788,0,0,0.029126,17,0
1,1,0,2,192,0.028561,0.030788,0,1,0.034364,12,0
0,0,0,0,106,0.028561,0.042885,0,1,0.034364,12,0
0,0,1,0,247,0.026531,0.030788,0,0,0.03466,38,0
0,0,1,0,180,0.028561,0.037599,1,1,0.03184,32,0
1,0,1,1,222,0.034766,0.030788,0,0,0.03466,12,0
0,1,0,0,158,0.047033,0.030788,0,0,0.034364,39,0
1,1,1,1,202,0.034766,0.030788,0,1,0.034364,8,0
1,1,1,0,212,0.028561,0.030788,1,1,0.03466,31,0
1,1,1,0,145,0.028561,0.030788,0,0,0.026651,16,0
0,0,1,0,77,0.028561,0.030788,0,0,0.034364,38,1
1,1,1,2,120,0.028561,0.030788,0,1,0.026651,15,0
0,0,0,0,28,0.047033,0.030788,0,1,0.034364,35,0
0,0,1,0,158,0.028561,0.037599,0,0,0.03184,21,0
1,1,0,0,89,0.034766,0.042885,0,0,0.03184,5,0
0,0,1,0,128,0.028561,0.030788,0,1,0.034364,27,0
1,0,1,1,77,0.028561,0.030788,0,0,0.026651,26,0
0,1,1,1,145,0.028561,0.037599,0,0,0.03466,31,0
0,1,1,0,73,0.047033,0.022543,0,1,0.034364,42,0
0,0,0,0,104,0.047033,0.048571,0,0,0.034364,44,0
1,1,1,1,120,0.034766,0.030788,1,0,0.026651,10,0
0,0,1,0,145,0.028561,0.030788,0,0,0.022635,6,0
0,1,0,1,145,0.026531,0.030788,0,0,0.042457,28,0
1,1,1,0,218,0.028561,0.022543,0,0,0.03184,9,0
0,1,0,0,104,0.028561,0.030788,0,0,0.034364,29,0
0,0,1,0,41,0.028561,0.037599,1,0,0.022635,16,0
1,1,1,1,170,0.034766,0.030788,0,0,0.03466,10,0
0,1,1,0,75,0.028561,0.037599,0,0,0.031169,27,0
0,0,1,1,179,0.028561,0.030788,0,0,0.042457,19,0
0,0,0,0,94,0.026531,0.030788,0,0,0.042457,21,0
0,0,1,1,104,0.034766,0.030788,0,1,0.042457,15,0
0,0,1,0,120,0.026531,0.022543,0,0,0.034364,15,0
0,0,0,2,77,0.026531,0.030788,0,0,0.042457,11,0
0,1,1,1,180,0.028561,0.030788,0,0,0.03466,13,0
0,0,1,0,62,0.047033,0.042885,0,0,0.034364,40,0
1,1,0,0,192,0.034766,0.042885,0,0,0.042457,6,0
1,0,1,0,192,0.028561,0.022543,0,0,0.03466,13,0
1,1,1,0,62,0.047033,0.030788,0,0,0.034364,36,0
0,0,0,0,132,0.047033,0.030788,0,0,0.034364,39,0
0,0,1,1,41,0.028561,0.030788,0,0,0.034364,15,0
0,1,0,1,230,0.047033,0.022543,0,1,0.034364,34,0
0,0,1,2,77,0.028561,0.030788,0,1,0.026694,17,0
1,1,1,1,202,0.028561,0.022543,1,0,0.026651,14,0
1,1,0,0,170,0.028561,0.030788,0,1,0.034364,12,0
0,0,1,0,54,0.028561,0.030788,0,1,0.031169,44,0
0,0,1,0,120,0.034766,0.030788,1,1,0.034364,13,0
1,0,1,0,230,0.034766,0.042885,0,0,0.03466,8,0
0,0,0,0,192,0.028561,0.030788,1,0,0.03466,25,0
0,0,1,0,44,0.047033,0.030788,0,1,0.034364,46,0
0,0,1,0,77,0.047033,0.048571,0,1,0.034364,40,0
0,0,0,0,38,0.028561,0.030788,1,0,0.03184,23,0
0,0,1,2,77,0.028561,0.030788,1,1,0.042457,20,0
0,0,0,0,104,0.047033,0.048571,0,0,0.034364,42,0
0,0,0,0,104,0.034766,0.048571,0,1,0.026694,30,0
1,1,1,2,170,0.028561,0.030788,1,0,0.03184,14,0
0,0,1,0,66,0.026531,0.022543,1,1,0.042457,21,0
0,0,0,1,120,0.028561,0.030788,1,1,0.022635,7,0
1,0,1,0,111,0.047033,0.030788,0,1,0.034364,40,0
1,0,0,1,192,0.034766,0.030788,1,1,0.026651,17,0
0,0,0,0,185,0.047033,0.022543,0,0,0.034364,31,0
0,0,0,0,120,0.028561,0.030788,0,0,0.03466,29,0
1,1,1,0,188,0.028561,0.037599,0,0,0.026651,39,0
0,0,1,0,104,0.028561,0.030788,1,1,0.042726,38,0
0,0,1,0,158,0.028561,0.030788,1,1,0.032887,27,0
0,0,1,0,145,0.047033,0.037599,0,0,0.034364,45,0
0,0,1,0,41,0.028561,0.030788,0,0,0.034364,29,0
0,1,1,0,77,0.028561,0.022543,0,0,0.026694,17,0
0,0,1,1,104,0.028561,0.030788,0,0,0.03184,25,0
0,0,1,0,170,0.034766,0.030788,0,0,0.034364,6,0
0,0,1,0,62,0.026531,0.030788,1,1,0.042457,15,0
0,0,1,1,89,0.028561,0.030788,0,0,0.022635,21,0
1,0,0,1,57,0.026531,0.030788,0,0,0.042457,21,0
0,0,0,0,57,0.047033,0.042885,0,0,0.034364,36,0
0,0,1,1,254,0.034766,0.030788,0,0,0.03466,25,0
0,1,1,1,194,0.028561,0.022543,1,1,0.03466,24,0
1,0,0,2,202,0.034766,0.030788,0,0,0.03466,24,0
0,1,1,0,120,0.034766,0.042885,0,0,0.022635,31,0
0,0,1,0,54,0.028561,0.037599,1,1,0.03184,21,0
1,1,0,0,212,0.028561,0.030788,0,0,0.03184,19,0
1,1,1,0,192,0.028561,0.042885,0,0,0.03184,17,0
1,0,0,0,104,0.028561,0.037599,0,0,0.03184,18,0
0,0,1,0,70,0.026531,0.030788,1,1,0.03184,30,0
1,0,0,0,170,0.034766,0.030788,1,0,0.03184,22,0
0,1,1,4,197,0.028561,0.030788,0,0,0.034364,11,0
1,1,1,0,145,0.034766,0.030788,0,0,0.03466,21,0
0,0,0,2,170,0.026531,0.030788,0,0,0.042457,9,0
1,1,0,1,212,0.028561,0.030788,0,0,0.03466,12,0
0,0,0,0,77,0.028561,0.022543,1,0,0.032887,23,0
0,0,1,0,170,0.028561,0.048571,1,0,0.042726,34,0
0,0,1,0,120,0.047033,0.042885,0,1,0.034364,42,0
1,0,0,0,104,0.034766,0.030788,1,0,0.03466,16,0
0,0,1,2,145,0.028561,0.037599,1,0,0.034364,13,0
0,0,1,0,120,0.028561,0.030788,0,0,0.027638,22,0
1,0,1,0,170,0.028561,0.030788,1,1,0.03184,11,0
0,0,1,0,170,0.028561,0.030788,1,0,0.026694,33,0
0,1,1,2,104,0.034766,0.030788,0,1,0.032887,16,0
0,1,1,1,220,0.034766,0.030788,0,1,0.03466,27,0
0,0,1,0,120,0.028561,0.030788,0,0,0.032887,25,0
1,0,1,1,120,0.028561,0.030788,1,1,0.03184,16,0
0,0,1,0,180,0.047033,0.048571,0,0,0.034364,41,0
0,1,1,0,120,0.034766,0.042885,0,0,0.009346,23,0
0,1,0,0,77,0.028561,0.030788,1,0,0.026694,18,0
0,1,1,0,77,0.034766,0.042885,0,1,0.027638,32,0
0,0,1,0,120,0.028561,0.037599,0,0,0.034364,29,0
1,1,0,0,104,0.028561,0.030788,1,1,0.03184,16,0
1,0,1,0,202,0.026531,0.042885,0,0,0.042457,12,0
0,0,0,1,54,0.028561,0.030788,0,1,0.022635,8,0
0,0,1,0,104,0.034766,0.022543,0,0,0.042457,4,0
0,0,1,0,77,0.034766,0.042885,0,1,0.034364,8,0
0,0,1,0,180,0.047033,0.048571,0,0,0.034364,44,0
0,0,0,0,62,0.047033,0.030788,0,0,0.034364,40,0
0,1,1,0,77,0.034766,0.030788,0,0,0.03184,22,0
1,1,0,2,158,0.034766,0.030788,0,0,0.03466,12,0
1,1,1,2,170,0.028561,0.030788,1,0,0.03184,9,0
1,0,0,0,62,0.028561,0.048571,1,1,0.022635,34,0
0,0,0,0,104,0.026531,0.042885,0,0,0.042457,36,0
0,1,1,0,145,0.034766,0.030788,0,1,0.034364,16,0
0,1,1,2,145,0.028561,0.042885,0,0,0.03184,8,0
1,1,1,0,170,0.034766,0.030788,0,0,0.022635,4,0
0,0,1,0,158,0.047033,0.030788,0,1,0.034364,36,0
0,0,1,2,111,0.028561,0.030788,1,1,0.042457,17,0
0,0,0,1,62,0.028561,0.030788,1,0,0.026651,5,0
0,0,1,1,186,0.026531,0.030788,0,1,0.03466,28,1
1,0,0,0,120,0.028561,0.042885,1,1,0.026651,3,0
0,1,1,1,62,0.028561,0.030788,0,0,0.034364,14,0
1,1,1,0,167,0.034766,0.030788,0,0,0.026651,24,0
0,0,0,0,77,0.034766,0.042885,0,0,0.042726,28,0
1,0,1,0,120,0.034766,0.030788,1,1,0.034364,22,0
0,1,1,0,54,0.028561,0.030788,1,0,0.034364,16,0
0,0,0,0,180,0.028561,0.030788,0,0,0.022635,34,0
0,1,1,2,174,0.034766,0.030788,1,1,0.022635,13,0
1,1,0,2,77,0.028561,0.030788,0,1,0.03184,15,0
0,0,1,0,62,0.047033,0.048571,0,1,0.034364,47,0
1,0,0,0,145,0.034766,0.042885,0,0,0.042726,5,0
0,1,1,0,212,0.028561,0.030788,0,0,0.042726,30,0
0,0,1,1,70,0.034766,0.030788,1,1,0.03184,20,0
0,0,0,0,170,0.034766,0.030788,0,0,0.03184,8,0
0,1,0,0,104,0.047033,0.030788,0,1,0.034364,43,0
0,0,0,0,77,0.034766,0.030788,0,0,0.027638,11,0
0,0,1,0,77,0.028561,0.048571,1,0,0.03184,26,0
1,0,1,0,84,0.028561,0.030788,0,1,0.03184,15,0
0,1,1,0,212,0.034766,0.030788,0,0,0.042457,9,0
1,1,0,1,170,0.028561,0.030788,0,0,0.03466,30,0
0,1,1,0,158,0.028561,0.030788,1,1,0.042457,8,0
0,1,1,1,120,0.028561,0.030788,0,0,0.042457,9,0
1,0,0,0,89,0.028561,0.042885,1,0,0.03184,23,0
0,1,1,2,202,0.026531,0.030788,0,0,0.03466,13,0
0,1,0,1,104,0.026531,0.030788,1,1,0.027638,19,0
0,0,1,0,73,0.047033,0.048571,0,1,0.034364,45,0
0,1,1,0,192,0.026531,0.030788,0,0,0.03466,24,1
0,1,1,1,66,0.028561,0.030788,0,0,0.03466,34,0
0,1,1,4,120,0.026531,0.037599,1,1,0.035363,18,0
1,1,0,1,239,0.028561,0.030788,1,0,0.034364,18,0
1,1,1,0,170,0.028561,0.022543,1,1,0.03184,13,0
1,1,0,0,38,0.028561,0.030788,1,1,0.026651,31,0
1,1,0,0,200,0.028561,0.022543,0,1,0.03184,11,0
0,0,1,0,104,0.028561,0.037599,1,1,0.026694,27,0
0,0,1,0,70,0.026531,0.042885,0,0,0.042457,28,0
0,0,1,0,158,0.047033,0.037599,0,1,0.034364,44,0
1,1,1,0,212,0.028561,0.042885,0,0,0.034364,20,0
0,0,1,1,77,0.026531,0.030788,0,0,0.042457,29,0
1,1,1,0,202,0.028561,0.030788,0,0,0.03466,9,0
1,1,1,0,202,0.034766,0.030788,0,1,0.03466,39,0
0,0,0,1,51,0.028561,0.030788,1,0,0.022635,7,0
0,0,1,0,212,0.028561,0.030788,1,1,0.026694,20,0
1,1,1,0,106,0.028561,0.037599,0,0,0.042726,18,0
0,0,0,0,192,0.028561,0.030788,1,1,0.042726,28,0
0,0,1,0,158,0.034766,0.030788,0,0,0.022635,24,0
1,0,0,0,62,0.028561,0.022543,0,0,0.035363,14,0
0,0,1,0,161,0.047033,0.042885,0,0,0.034364,40,0
1,1,1,1,145,0.034766,0.030788,0,0,0.034364,21,1
0,0,1,0,77,0.047033,0.030788,0,0,0.034364,38,0
1,1,1,0,170,0.028561,0.030788,0,0,0.034364,19,0
0,0,1,1,145,0.028561,0.022543,0,0,0.034364,19,0
0,0,1,1,251,0.034766,0.022543,0,0,0.042457,25,0
0,1,1,0,104,0.034766,0.030788,1,0,0.042457,29,0
0,0,1,2,62,0.028561,0.030788,0,0,0.035363,7,0
0,0,1,0,72,0.028561,0.042885,0,1,0.022635,7,0
1,1,0,0,192,0.034766,0.030788,1,0,0.026651,12,0
1,0,1,1,120,0.026531,0.030788,0,0,0.035363,7,0
0,0,1,0,145,0.028561,0.030788,0,0,0.022635,32,0
0,0,1,1,62,0.028561,0.022543,1,0,0.026694,5,0
0,0,1,2,80,0.034766,0.030788,0,0,0.03184,20,0
0,1,1,1,62,0.026531,0.030788,1,0,0.026694,17,0
0,0,1,3,11,0.047033,0.030788,0,0,0.034364,15,0
1,1,1,1,182,0.028561,0.030788,0,0,0.035363,29,0
0,0,1,0,77,0.047033,0.022543,0,1,0.034364,34,0
0,0,0,0,180,0.047033,0.048571,0,0,0.034364,47,0
1,1,1,2,207,0.026531,0.030788,0,0,0.03184,15,0
0,0,1,0,182,0.026531,0.030788,1,1,0.027638,30,0
0,0,0,0,158,0.028561,0.037599,0,0,0.042726,19,0
0,0,0,0,174,0.028561,0.042885,0,0,0.03466,9,0
1,0,1,1,192,0.028561,0.030788,0,0,0.026694,12,0
1,0,1,0,21,0.047033,0.042885,0,0,0.034364,37,0
0,1,1,0,51,0.028561,0.030788,0,0,0.034364,28,0
1,1,0,0,231,0.034766,0.030788,1,1,0.026651,23,1
0,0,0,0,77,0.047033,0.022543,0,0,0.034364,42,0
0,0,1,0,170,0.047033,0.030788,0,0,0.034364,32,0
1,1,1,0,145,0.028561,0.030788,0,0,0.034364,33,0
0,0,0,0,62,0.028561,0.030788,0,1,0.022635,34,0
1,1,1,1,192,0.034766,0.030788,0,1,0.03466,24,0
0,0,1,0,120,0.047033,0.048571,0,1,0.034364,46,0
0,0,0,1,120,0.028561,0.022543,0,0,0.042457,11,0
0,1,1,0,170,0.028561,0.030788,0,1,0.042457,27,1
0,0,1,0,154,0.028561,0.037599,1,1,0.03184,32,0
0,1,0,0,77,0.047033,0.030788,0,0,0.034364,41,0
1,0,1,0,77,0.028561,0.030788,0,0,0.026651,9,0
1,1,0,0,120,0.028561,0.030788,1,0,0.026651,4,0
1,0,1,0,120,0.034766,0.030788,1,0,0.026651,18,0
0,1,1,1,180,0.028561,0.030788,0,0,0.03184,23,0
0,1,1,1,145,0.028561,0.022543,0,0,0.034364,16,0
1,0,0,3,32,0.028561,0.030788,1,1,0.03184,24,0
0,1,1,2,77,0.028561,0.030788,1,0,0.034364,14,0
0,0,1,0,170,0.034766,0.042885,0,1,0.03184,29,0
0,1,1,1,212,0.034766,0.030788,0,0,0.034364,22,0
1,1,0,0,104,0.028561,0.030788,0,0,0.026651,29,0
0,0,1,0,145,0.034766,0.042885,0,0,0.031169,17,0
0,1,1,1,89,0.026531,0.030788,0,0,0.042457,24,0
0,1,1,0,192,0.034766,0.030788,0,0,0.03184,29,0
0,1,1,1,62,0.034766,0.030788,0,0,0.042726,19,0
0,1,1,0,145,0.028561,0.042885,0,0,0.042457,25,0
1,1,1,0,202,0.028561,0.042885,1,1,0.03184,28,0
0,1,1,0,145,0.028561,0.022543,0,0,0.034364,22,0
1,1,1,0,192,0.034766,0.030788,0,0,0.034364,29,0
0,0,0,1,120,0.034766,0.030788,0,0,0.042726,10,0
0,0,1,0,77,0.047033,0.048571,0,0,0.034364,36,0
0,0,1,0,94,0.047033,0.042885,0,1,0.034364,33,0
0,0,1,2,104,0.028561,0.030788,0,0,0.03466,27,0
1,0,1,0,62,0.047033,0.022543,0,0,0.034364,36,1
1,1,1,0,128,0.028561,0.030788,0,0,0.03184,37,0
0,0,1,0,97,0.047033,0.030788,0,0,0.034364,44,0
0,1,1,0,104,0.047033,0.048571,0,1,0.034364,41,0
0,0,0,1,54,0.028561,0.030788,0,1,0.026694,19,0
0,0,0,0,120,0.034766,0.022543,0,0,0.03184,22,0
1,1,1,0,170,0.028561,0.030788,0,0,0.026651,34,0
1,1,0,0,170,0.026531,0.022543,0,0,0.026651,23,0
1,1,0,0,170,0.026531,0.030788,0,1,0.03466,19,0
1,0,1,0,158,0.028561,0.030788,1,1,0.026651,29,0
0,0,0,2,46,0.028561,0.030788,0,0,0.027638,19,0
1,0,0,0,113,0.028561,0.042885,0,0,0.03184,5,0
0,1,0,1,77,0.034766,0.030788,0,0,0.032887,19,0
1,0,0,1,150,0.028561,0.030788,0,0,0.03466,12,0
0,0,1,0,94,0.028561,0.030788,1,1,0.03184,39,0
0,0,0,0,180,0.028561,0.042885,0,0,0.022635,8,0
1,1,1,0,170,0.034766,0.030788,0,0,0.032887,13,0
0,0,1,0,202,0.034766,0.037599,1,1,0.032887,28,0
1,1,1,0,145,0.047033,0.030788,0,0,0.034364,44,0
0,0,1,0,180,0.034766,0.030788,0,1,0.03466,32,0
0,0,1,0,180,0.028561,0.048571,0,0,0.034364,29,0
0,0,1,1,120,0.034766,0.030788,0,1,0.084967,22,0
0,0,1,0,104,0.028561,0.042885,0,0,0.008547,9,0
0,1,1,0,120,0.047033,0.030788,0,0,0.034364,42,0
1,0,1,0,192,0.028561,0.030788,0,0,0.03184,26,1
0,0,1,0,89,0.028561,0.030788,0,0,0.034364,30,0
0,0,1,0,41,0.028561,0.030788,0,0,0.042457,18,0
1,1,1,1,158,0.034766,0.030788,0,0,0.026651,4,0
1,1,0,5,163,0.028561,0.030788,1,0,0.03184,17,0
1,0,1,0,94,0.028561,0.030788,1,1,0.03184,8,0
0,0,1,0,77,0.028561,0.048571,0,0,0.03184,29,0
1,1,1,1,158,0.028561,0.030788,0,0,0.03184,30,0
0,0,0,0,207,0.028561,0.048571,1,1,0.022635,22,0
1,0,0,0,170,0.034766,0.042885,0,0,0.026651,5,0
1,0,1,1,150,0.028561,0.030788,0,0,0.042726,26,0
0,1,1,0,197,0.028561,0.030788,0,0,0.034364,32,0
1,1,0,1,145,0.034766,0.030788,0,0,0.034364,12,0
1,1,1,0,170,0.028561,0.042885,1,1,0.03184,19,0
0,0,1,1,104,0.028561,0.022543,0,0,0.034364,7,0
0,0,1,0,66,0.034766,0.037599,0,1,0.027638,19,0
1,0,1,0,212,0.034766,0.030788,0,0,0.03466,14,0
0,0,0,0,104,0.028561,0.030788,1,0,0.03466,24,0
1,1,0,2,202,0.028561,0.030788,0,0,0.03184,12,1
0,0,1,1,145,0.028561,0.030788,0,0,0.03466,23,0
1,1,0,1,230,0.028561,0.030788,1,0,0.03466,33,0
1,1,0,1,170,0.028561,0.030788,1,1,0.03466,13,0
0,1,0,0,104,0.034766,0.030788,0,0,0.034364,17,0
0,0,1,0,188,0.028561,0.030788,0,0,0.03184,34,0
0,0,1,0,170,0.028561,0.030788,0,0,0.027638,44,0
0,0,1,0,111,0.047033,0.030788,0,1,0.034364,40,0
1,0,0,1,192,0.028561,0.030788,1,0,0.042726,7,0
0,1,1,1,158,0.028561,0.030788,0,0,0.03184,25,0
0,1,1,4,77,0.028561,0.030788,0,0,0.027638,17,0
0,0,1,0,145,0.028561,0.030788,0,0,0.022635,34,0
1,1,0,1,104,0.028561,0.030788,1,0,0.022635,5,0
1,0,1,0,45,0.047033,0.030788,0,0,0.034364,44,1
0,1,1,1,150,0.028561,0.030788,0,0,0.042457,24,0
0,0,1,0,104,0.047033,0.048571,0,0,0.034364,39,0
0,0,1,1,62,0.034766,0.030788,0,0,0.03184,15,0
0,0,0,1,62,0.028561,0.022543,0,0,0.022635,11,0
1,0,1,0,158,0.028561,0.030788,0,0,0.03184,17,0
1,0,0,2,195,0.028561,0.030788,0,0,0.042726,19,0
0,0,1,0,38,0.026531,0.022543,0,0,0.026694,33,0
0,1,1,0,239,0.034766,0.030788,0,1,0.034364,22,0
0,0,1,0,180,0.047033,0.030788,0,0,0.034364,40,0
0,1,0,2,104,0.026531,0.030788,1,0,0.042457,16,0
0,0,1,0,54,0.034766,0.030788,0,0,0.026694,29,0
0,0,0,0,41,0.028561,0.030788,0,0,0.022635,7,0
0,0,1,1,145,0.028561,0.030788,0,0,0.03184,21,0
0,0,0,0,77,0.034766,0.030788,0,0,0.022635,32,0
0,0,1,0,180,0.047033,0.030788,0,0,0.034364,37,0
0,0,1,1,62,0.028561,0.030788,0,0,0.031169,14,0
1,1,1,0,145,0.028561,0.030788,0,0,0.03184,5,0
0,0,1,1,104,0.034766,0.030788,0,0,0.029126,17,0
0,0,1,0,104,0.026531,0.042885,0,0,0.042457,9,1
0,1,0,2,54,0.028561,0.030788,1,0,0.03184,13,0
0,0,1,0,120,0.028561,0.030788,1,1,0.03184,19,0
1,1,1,1,226,0.028561,0.030788,0,0,0.03466,21,0
0,0,0,0,104,0.034766,0.030788,1,0,0.022635,16,0
0,0,1,0,51,0.034766,0.048571,1,1,0.022635,35,0
0,0,1,0,120,0.047033,0.042885,0,0,0.034364,46,0
0,1,1,0,62,0.028561,0.030788,1,1,0.026694,31,1
1,0,0,1,158,0.028561,0.037599,1,1,0.03184,2,0
0,0,1,1,104,0.034766,0.030788,0,0,0.022635,7,0
0,0,1,1,54,0.034766,0.042885,0,0,0.034364,5,0
0,0,1,0,192,0.047033,0.042885,0,1,0.034364,38,0
0,0,1,0,230,0.028561,0.030788,1,0,0.034364,38,0
0,0,1,0,77,0.034766,0.030788,1,1,0.032887,34,0
1,1,0,0,212,0.028561,0.030788,1,0,0.042726,24,0
1,0,0,1,77,0.028561,0.030788,0,0,0.042726,18,0
1,1,0,0,120,0.028561,0.030788,1,1,0.042457,13,0
0,0,0,0,54,0.047033,0.030788,0,1,0.034364,35,0
0,1,1,0,145,0.028561,0.030788,0,1,0.026651,22,0
0,0,1,1,77,0.028561,0.030788,0,0,0.042457,8,0
1,0,1,0,104,0.034766,0.030788,1,1,0.03184,15,0
1,1,1,0,170,0.028561,0.030788,0,0,0.022635,9,0
1,0,1,0,94,0.047033,0.030788,0,0,0.034364,25,0
0,0,0,0,145,0.028561,0.030788,0,0,0.022635,21,0
0,0,1,0,24,0.047033,0.030788,0,1,0.034364,39,0
0,0,1,0,120,0.028561,0.030788,0,0,0.034364,34,0
1,0,1,0,230,0.034766,0.030788,0,0,0.035363,44,0
0,0,1,1,77,0.028561,0.030788,0,0,0.03184,13,0
0,0,1,0,84,0.028561,0.030788,0,0,0.03466,27,0
1,0,1,1,259,0.028561,0.030788,0,0,0.03184,22,0
0,0,1,0,158,0.034766,0.048571,0,1,0.031169,43,0
0,0,1,2,54,0.028561,0.030788,0,1,0.034364,24,0
1,1,1,0,145,0.028561,0.042885,0,0,0.03184,12,0
0,0,1,0,197,0.028561,0.022543,0,0,0.03466,14,0
0,0,1,1,104,0.034766,0.030788,0,0,0.03184,9,0
0,0,0,0,192,0.034766,0.022543,0,0,0.034364,12,0
0,0,0,1,54,0.028561,0.030788,0,1,0.022635,8,0
0,0,1,0,145,0.047033,0.048571,0,0,0.034364,35,0
0,0,0,0,145,0.028561,0.042885,1,0,0.032887,11,0
0,0,0,0,19,0.028561,0.030788,1,0,0.032887,30,0
1,0,1,1,120,0.028561,0.030788,0,0,0.035363,13,0
0,1,1,0,179,0.028561,0.042885,0,0,0.022635,20,0
1,1,1,0,158,0.028561,0.030788,0,1,0.03184,33,0
0,1,1,1,150,0.034766,0.030788,0,0,0.022635,8,0
1,1,1,0,77,0.028561,0.030788,0,0,0.042457,27,0
1,0,0,0,77,0.034766,0.030788,1,0,0.026651,35,0
0,1,0,0,51,0.028561,0.030788,1,0,0.042457,24,0
0,0,0,0,145,0.028561,0.042885,0,0,0.022635,8,0
0,1,1,0,170,0.047033,0.030788,0,0,0.034364,42,0
1,0,1,3,145,0.028561,0.030788,0,0,0.03184,19,0
0,0,1,0,32,0.047033,0.030788,0,0,0.034364,45,0
0,0,0,0,44,0.047033,0.030788,0,0,0.034364,41,0
0,1,1,2,251,0.028561,0.030788,0,0,0.015873,17,0
0,0,0,0,41,0.047033,0.030788,0,0,0.034364,34,0
0,0,1,0,104,0.028561,0.042885,0,0,0.03466,34,0
1,1,1,0,145,0.028561,0.030788,0,0,0.03184,10,0
